alterimagetext,date,description,domainname,imagepath,label,link,tags,title
How Nation-State Actors Target Your Business: New Research Exposes Major SaaS Vulnerabilities ,"Feb 15, 2024"," With many of the highly publicized 2023 cyber attacks revolving around one or more SaaS applications, SaaS has become a cause for genuine concern in many boardroom discussions. More so than ever, considering that GenAI applications are, in fact, SaaS applications. Wing Security (Wing), a SaaS security company, conducted an analysis of 493 SaaS-using companies in Q4 of 2023.  Their study reveals  how companies use SaaS today, and the wide variety of threats that result from that usage. This unique analysis provides rare and important insights into the breadth and depth of SaaS-related risks, but also provides practical tips to mitigate them and ensure SaaS can be widely used without compromising security posture.  The TL;DR Version Of SaaS Security 2023 brought some now infamous examples of malicious players leveraging or directly targeting SaaS, including the North Korean group UNC4899, 0ktapus ransomware group, and Russian Midnight Blizzard APT, which targeted well-known organizat",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhCb3lbR5kKaNE9_BRADHrZqnNzA8MYLNnIDfJ8esB94HKtdiQsqC0exNVk5hWYeLbeUYgQyjqJoIshnKImmBKXjjSU_QWjoQnFtll_ge1xVfpf-nAl_f15ERLDetjxzj__ejnde7ebtIh3E27BN3Xm5UTrexnvX5p7oL_dT8oq25Pl5jwRT1UqeQb4VO8/s728-rw-e365/wing.jpg,,https://thehackernews.com/2024/02/how-nation-state-actors-target-your.html,SaaS Security / Risk Management,How Nation-State Actors Target Your Business: New Research Exposes Major SaaS Vulnerabilities 
"Alert: Juniper Firewalls, Openfire, and Apache RocketMQ Under Attack from New Exploits","Aug 30, 2023"," Recently disclosed security flaws impacting Juniper firewalls, Openfire, and Apache RocketMQ servers have come under active exploitation in the wild, according to multiple reports. The Shadowserver Foundation  said  that it's ""seeing exploitation attempts from multiple IPs for Juniper J-Web CVE-2023-36844 (& friends) targeting /webauth_operation.php endpoint,"" the same day a proof-of-concept (PoC) became available. The  issues , tracked as CVE-2023-36844, CVE-2023-36845, CVE-2023-36846, and CVE-2023-36847, reside in the J-Web component of Junos OS on Juniper SRX and EX Series. They could be chained by an unauthenticated, network-based attacker to execute arbitrary code on susceptible installations. Patches for the flaw were released on August 17, 2023, a week after which watchTowr Labs published a proof-of-concept (PoC) by combining CVE-2023-36846 and CVE-2023-36845 to execute a PHP file containing malicious shellcode. Currently, there are  more than 8,200 Junip",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiBoypp5L7nmfaLykjDiKfTn_XwWx8rNrE8jEzndJfr5Bp0MwHJvxNGDMSj75UMvEN1YGGEYVqUTE_7f6YgvJCBTji9OZJHNzlyNPpLCvn5Uxn0X4eK4uQTuElnRKbx_8wAvzMFkrSkwEMydAcs-xJkEh8qZ2RUBn8pHhHv2uHX1WX0-p7k_usZEQauaI_q/s728-rw-e365/hacking-ddos.jpg,"
,
,
",https://thehackernews.com/2023/08/alert-juniper-firewalls-openfire-and.html,Cyber Attack / Vulnerability ,"Alert: Juniper Firewalls, Openfire, and Apache RocketMQ Under Attack from New Exploits"
Critical Vulnerability Alert: VMware Aria Operations Networks at Risk from Remote Attacks,"Aug 30, 2023"," VMware has released software updates to correct two security vulnerabilities in Aria Operations for Networks that could be potentially exploited to bypass authentication and gain remote code execution. The most severe of the flaws is CVE-2023-34039 (CVSS score: 9.8), which relates to a case of authentication bypass arising as a result of a lack of unique cryptographic key generation. ""A malicious actor with network access to Aria Operations for Networks could bypass SSH authentication to gain access to the Aria Operations for Networks CLI,"" the company  said  in an advisory. ProjectDiscovery researchers Harsh Jaiswal and Rahul Maini have been credited with discovering and reporting the issue. The second weakness, CVE-2023-20890 (CVSS score: 7.2), is an arbitrary file write vulnerability impacting Aria Operations for Networks that could be abused by an adversary with administrative access to write files to arbitrary locations and achieve remote code execution. Credited ",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEirS4hy0Lsr5j73N8whsfQL979aQxPKXPTzB4L1mL1bBK_UZ03ClZivsARnSafT-x30TPxJi5-APDXAAsUodvhNftlP8VI-vemqoSLPISgBOAmpYbTUXy-iNQ-CFe494OW-xwxYI96aAA5C0fhN9h1DSbBSpIFkUw-Ml5j3QE6Mfu1T20xZDMp8ND16Ihmr/s728-rw-e365/vmware.jpg,"
,
,
",https://thehackernews.com/2023/08/critical-vulnerability-alert-vmware.html,Vulnerability / Network Security,Critical Vulnerability Alert: VMware Aria Operations Networks at Risk from Remote Attacks
"FBI Dismantles QakBot Malware, Frees 700,000 Computers, Seizes $8.6 Million","Aug 30, 2023"," A coordinated law enforcement effort codenamed  Operation Duck Hunt  has felled  QakBot , a notorious Windows malware family that's estimated to have compromised over 700,000 computers globally and facilitated financial fraud as well as ransomware. To that end, the U.S. Justice Department (DoJ)  said  the malware is ""being deleted from victim computers, preventing it from doing any more harm,"" adding it seized more than $8.6 million in cryptocurrency in illicit profits. The cross-border exercise involved the participation of France, Germany, Latvia, Romania, the Netherlands, the U.K., and the U.S., alongside technical assistance from cybersecurity company Zscaler. The dismantling has been hailed as ""the largest U.S.-led financial and technical disruption of a botnet infrastructure leveraged by cybercriminals."" No arrests were announced. QakBot, also known as QBot and Pinkslipbot, started its life as a banking trojan in 2007 before morphing into a general-pu",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiTFY_Y_yq_eYT1SjyFK5CQDe4Euoyq5lfF41y5USoQm2DWWgPbsS6t_24qCyANY723aVHMkBvU3Z7PensLJW5_j6UGTjAhqZl4bh6dIfd9O_ynjGuoEVPmW4k41qwb2OLQOuQWZykspk5OeCrIsdJyD3srYnj0j5SCwuaoJrFbHZa6bmc6YPVTOMDpR9nu/s728-rw-e365/botnet-malware.png,"
,
,
",https://thehackernews.com/2023/08/fbi-dismantles-qakbot-malware-frees.html,Malware / Cyber Crime,"FBI Dismantles QakBot Malware, Frees 700,000 Computers, Seizes $8.6 Million"
"Chinese Hacking Group Exploits Barracuda Zero-Day to Target Government, Military, and Telecom","Aug 29, 2023"," A suspected Chinese-nexus hacking group exploited a  recently disclosed zero-day flaw  in Barracuda Networks Email Security Gateway (ESG) appliances to breach government, military, defense and aerospace, high-tech industry, and telecom sectors as part of a global espionage campaign. Mandiant, which is tracking the activity under the name  UNC4841 , described the threat actor as ""highly responsive to defensive efforts"" and capable of actively tweaking their modus operandi to maintain persistent access to targets. ""UNC4841 deployed new and novel malware designed to maintain presence at a small subset of high priority targets that it compromised either before the patch was released, or shortly following Barracuda's remediation guidance,"" the Google-owned threat intelligence firm  said  in a new technical report published today. Almost a third of the identified affected organizations are government agencies. Interestingly enough, some of the earliest compromises",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEihuZEiM0LXtSfENpbg4fuXME3Px20PqZTLO6i43ytKckuoMTIKb3vq82fQCnPc365USGeRT1Unx2a4WqYVJ0qBuY2L4KWKOmR1dIG66Ut_WSbJ9Ed-YwNw-6ZDLmKOPI4hn1kWGtoMzvyWRhOTUXJ8esvg3SbzCtt8VE84K45NKgD3eem4l-QNVvRKs3ey/s728-rw-e365/exploit.jpg,"
,
,
",https://thehackernews.com/2023/08/chinese-hacking-group-exploits.html,Network Security / Zero Day,"Chinese Hacking Group Exploits Barracuda Zero-Day to Target Government, Military, and Telecom"
DarkGate Malware Activity Spikes as Developer Rents Out Malware to Affiliates,"Aug 29, 2023"," A new malspam campaign has been observed deploying an off-the-shelf malware called DarkGate . ""The current spike in DarkGate malware activity is plausible given the fact that the developer of the malware has recently started to rent out the malware to a limited number of affiliates,"" Telekom Security  said  in a report published last week. The latest report builds on  recent findings  from security researcher Igal Lytzki, who detailed a ""high volume campaign"" that leverages hijacked email threads to trick recipients into downloading the malware. The attack commences with a phishing URL that, when clicked, passes through a traffic direction system ( TDS ) to take the victim to an MSI payload subject to certain conditions. This includes the presence of a refresh header in the HTTP response. Opening the MSI file triggers a multi-stage process that incorporates an AutoIt script to execute shellcode that acts as a conduit to decrypt and launch DarkGate via a crypte",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjmRtsfqmbiSGbt36FlbdxhalYWSHV6zIrmzqE9ncmcAr-ReSIJDlkF4FOua-i5lWKfd10imDCZZxBDa6swkf9kDvBLf5yFIWLInovGQ-GVS7c-Wm6wKZ-DE70CwQ5fam7ovWUrAF8a6QuU53SIycG-enwsF-MCfAPHAn4ZUfFVkHlbN6rDxvuveTvPjsQ/s728-rw-e365/malspam.jpg,"
,
,
",https://thehackernews.com/2023/08/darkgate-malware-activity-spikes-as.html,Malware / Cyber Threat,DarkGate Malware Activity Spikes as Developer Rents Out Malware to Affiliates
Survey Provides Takeaways for Security Pros to Operationalize their Remediation Life Cycle,"Aug 29, 2023"," Ask any security professional and they'll tell you that remediating risks from various siloed security scanning tools requires a tedious and labor-intensive series of steps focused on deduplication, prioritization, and routing of issues to an appropriate ""fixer"" somewhere in the organization. This burden on already resource-strapped security teams is an efficiency killer.  A new study , commissioned by Seemplicity and conducted by Dark Reading, provides fresh insight into how security pros handle the challenging remediation life cycle from discovery to resolution. The research reveals the obstacles security professionals face when coordinating remediation activities. The data exposes the outcomes — in increased workload and diminished risk posture — that arise from lengthy remediation times, inefficient and uncontrolled manual processes, the lack of managerial visibility and oversight across the risk life cycle.  Remediation Process Broken Down to Steps and Time Spent on Each Step ",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjZrsiC2zWqPIrRpZVworowguEYmCKJ2fgTmfPh2lTXNBgDcfexEuq7Dak1H_BWcZ8cr_6jG31g5SHH6jFGnAjX4XUkfKTGoytJxEd_6bCQyoEyeI0OpR5K4IwGJD8caF65PJkZOPBk7J3CxnQ4KUMHUBN2e5ytpFN8x5WzBxlvfAUkCwinFrFAK_ftmKM/s728-rw-e365/Article_Header-728x380.png,"
,
,
",https://thehackernews.com/2023/08/survey-provides-takeaways-for-security.html,Remedial Operations,Survey Provides Takeaways for Security Pros to Operationalize their Remediation Life Cycle
Citrix NetScaler Alert: Ransomware Hackers Exploiting Critical Vulnerability,"Aug 29, 2023"," Unpatched Citrix NetScaler systems exposed to the internet are being targeted by unknown threat actors in what's suspected to be a ransomware attack. Cybersecurity company Sophos is  tracking  the activity cluster under the moniker  STAC4663 . Attack chains involve the exploitation of  CVE-2023-3519 , a critical code injection vulnerability impacting NetScaler ADC and Gateway servers that could facilitate unauthenticated remote code execution. In one intrusion detected in mid-August 2023, the security flaw is said to have been used to conduct a domain-wide attack, including injecting payloads into legitimate executables such as the Windows Update Agent (wuauclt.exe) and the Windows Management Instrumentation Provider Service (wmiprvse.exe). An analysis of the payload is underway. Other notable aspects include the distribution of obfuscated PowerShell scripts, PHP web shells, and the use of an Estonian service called BlueVPS for malware staging. Sophos said the modus operandi",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjebDoyJrV0Cp1tzp90pnjREeYNx3ym5K_RgNKOwOyWl2yTNsm8wJL-Q-GZKXTzYEhNbLdmKKVoJTk_vC_5_U6p-t_yudb2zI8xziP5KO1RCw5IFwtYvtaoFWtLquv5e8N8Tj5jNWS5Ba6c63XtSOiArPM9pn6GdZonZcxc4HzmhqnIBJUKS6e0McrL3Ss/s728-rw-e365/ransomware.jpg,"
,
,
",https://thehackernews.com/2023/08/citrix-netscaler-alert-ransomware.html,Vulnerability / Network Security,Citrix NetScaler Alert: Ransomware Hackers Exploiting Critical Vulnerability
Phishing-as-a-Service Gets Smarter: Microsoft Sounds Alarm on AiTM Attacks,"Aug 29, 2023"," Microsoft is warning of an increase in adversary-in-the-middle ( AiTM ) phishing techniques, which are being propagated as part of the phishing-as-a-service (PhaaS) cybercrime model. In addition to an uptick in AiTM-capable PhaaS platforms, the tech giant noted that existing phishing services like PerSwaysion are incorporating AiTM capabilities. ""This development in the PhaaS ecosystem enables attackers to conduct high-volume phishing campaigns that attempt to circumvent MFA protections at scale,"" the Microsoft Threat Intelligence team  said  in a series of posts on X (formerly Twitter). Phishing kits with AiTM capabilities work in two ways, one of which concerns the use of reverse proxy servers (i.e., the phishing page) to relay traffic to and from the client and legitimate website and stealthily capture user credentials, two-factor authentication codes, and session cookies. A second method involves synchronous relay servers. ""In AiTM through synchronous relay s",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiG7pkxaBOGGt2uTisrrethBpGUBI5NBug4YNbVIG3SYsmB7cb0ysFSxOM7ckvs61fj3JmaHrEFHnRfgA0rgAmXSeZObWtGFHRMTiECT9PrSTSD5TgOleYN0pw2__0TDSD09L-BsH-uC76j0l0dNj9cfwov-WTlVJw30MxmO_rCsQsGdvcUFszuAZODnKGE/s728-rw-e365/ms.jpg,"
,
,
",https://thehackernews.com/2023/08/phishing-as-service-gets-smarter.html,Online Security / Cyber Threat,Phishing-as-a-Service Gets Smarter: Microsoft Sounds Alarm on AiTM Attacks
Experts Uncover How Cybercriminals Could Exploit Microsoft Entra ID for Elevated Privilege,"Aug 28, 2023"," Cybersecurity researchers have discovered a case of privilege escalation associated with a Microsoft Entra ID (formerly Azure Active Directory) application by taking advantage of an abandoned reply URL. ""An attacker could leverage this abandoned URL to redirect authorization codes to themselves, exchanging the ill-gotten authorization codes for access tokens,"" Secureworks Counter Threat Unit (CTU)  said  in a technical report published last week. ""The threat actor could then call Power Platform API via a middle-tier service and obtain elevated privileges."" Following responsible disclosure on April 5, 2023, the issue was addressed by Microsoft via an update released a day later. Secureworks has also made available an  open-source tool  that other organizations can use to scan for abandoned reply URLs. Reply URL , also called redirect URI, refers to the location where the authorization server sends the user once the app has been successfully authorized and grant",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEidygkAgKyArkT2lk1MSp9lS2XV-PR9P105LVrfbcSwaHA9XPVjSVwpEEUpvc78bzetQ0vOKWbKjIox3ZCCpxxcciOXKWsR5ckLf2kaLO4fVzVi0Y4vnUnuWr-VkremIJ9lCst0bvni3UIgx1KqSqQ5uD60pX0Ub7AftbIkQ-Vy3Ng4AfOcMS_bPymfJswN/s728-rw-e365/azure.jpg,"
,
,
",https://thehackernews.com/2023/08/experts-uncover-how-cybercriminals.html,Vulnerability / Active Directory,Experts Uncover How Cybercriminals Could Exploit Microsoft Entra ID for Elevated Privilege
How Nation-State Actors Target Your Business: New Research Exposes Major SaaS Vulnerabilities ,"Feb 15, 2024"," With many of the highly publicized 2023 cyber attacks revolving around one or more SaaS applications, SaaS has become a cause for genuine concern in many boardroom discussions. More so than ever, considering that GenAI applications are, in fact, SaaS applications. Wing Security (Wing), a SaaS security company, conducted an analysis of 493 SaaS-using companies in Q4 of 2023.  Their study reveals  how companies use SaaS today, and the wide variety of threats that result from that usage. This unique analysis provides rare and important insights into the breadth and depth of SaaS-related risks, but also provides practical tips to mitigate them and ensure SaaS can be widely used without compromising security posture.  The TL;DR Version Of SaaS Security 2023 brought some now infamous examples of malicious players leveraging or directly targeting SaaS, including the North Korean group UNC4899, 0ktapus ransomware group, and Russian Midnight Blizzard APT, which targeted well-known organizat",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhCb3lbR5kKaNE9_BRADHrZqnNzA8MYLNnIDfJ8esB94HKtdiQsqC0exNVk5hWYeLbeUYgQyjqJoIshnKImmBKXjjSU_QWjoQnFtll_ge1xVfpf-nAl_f15ERLDetjxzj__ejnde7ebtIh3E27BN3Xm5UTrexnvX5p7oL_dT8oq25Pl5jwRT1UqeQb4VO8/s728-rw-e365/wing.jpg,,https://thehackernews.com/2024/02/how-nation-state-actors-target-your.html,SaaS Security / Risk Management,How Nation-State Actors Target Your Business: New Research Exposes Major SaaS Vulnerabilities 
Developers Beware: Malicious Rust Libraries Caught Transmitting OS Info to Telegram Channel,"Aug 28, 2023"," In yet another sign that developers continue to be targets of software supply chain attacks, a number of malicious packages have been discovered on the Rust programming language's crate registry. The libraries, uploaded between August 14 and 16, 2023, were published by a user named ""amaperf,"" Phylum  said  in a report published last week. The names of the packages, now taken down, are as follows: postgress, if-cfg, xrvrv, serd, oncecell, lazystatic, and envlogger. It's not clear what the end goal of the campaign was, but the suspicious modules were found to harbor functionalities to capture the operating system information (i.e., Windows, Linux, macOS, or Unknown) and transmit the data to a hard-coded Telegram channel via the messaging platform's API. This suggests that the campaign may have been in its early stages and that the threat actor may have been casting a wide net to compromise as many developer machines as possible to deliver rogue updates with imp",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiyBWA2fNLLjw80Bf9v95IYfTDKWCya9F8VXV5z4i6SSFCgNzazpqTXuCTIxCWIWN-TzL_3VE5FlOYON7M78yclVr_WX7Tg6Um9l-88EoVvVc2YAlaMcPK--VZLOuiyUCpvm7J_tc9uXq1smho6Jvq4lcuj3srlaBZ6a5YceTe8DMCJJ2VcXhlVl_9Bp3Jq/s728-rw-e365/rust.jpg,"
,
,
",https://thehackernews.com/2023/08/developers-beware-malicious-rust.html,Supply Chain / Software Security,Developers Beware: Malicious Rust Libraries Caught Transmitting OS Info to Telegram Channel
Cyberattacks Targeting E-commerce Applications,"Aug 28, 2023"," Cyber attacks on e-commerce applications are a common trend in 2023 as e-commerce businesses become more omnichannel, they build and deploy increasingly more API interfaces, with threat actors constantly exploring more ways to exploit vulnerabilities. This is why regular testing and ongoing monitoring are necessary to fully protect web applications, identifying weaknesses so they can be mitigated quickly. In this article, we will discuss the recent Honda e-commerce platform attack, how it happened, and its impact on the business and its clients. In addition, to the importance of application security testing, we will also discuss the different areas of vulnerability testing and its various phases. Finally, we will provide details on how a long-term preventative solution such as  PTaaS  can protect e-commerce businesses and the differences between continuous testing (PTaaS) and standard pen testing. The 2023 Honda E-commerce Platform Attack Honda's power equipment, lawn, garden, and",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgNpyzSVfts7Y_OcugcCBjVPuEJT0d55cnq0W7BhRrVpYMRKUaZT1DyStieiq-7Mmu4pXbYzWn8-dBUdgBHXkgcF5HFf1P1CRY0MROzDEX4X6xTpfRsvIwN0-1PQaFIer9NpdmXyBd8nufMAxWR5yJeDXv47XMbEVMXLVkf7cEsOpiFF8Gqec3F02CU9qU/s728-rw-e365/saas.jpg,"
,
,
",https://thehackernews.com/2023/08/cyberattacks-targeting-e-commerce.html,Pentesting As A Service,Cyberattacks Targeting E-commerce Applications
KmsdBot Malware Gets an Upgrade: Now Targets IoT Devices with Enhanced Capabilities,"Aug 28, 2023"," An updated version of a botnet malware called  KmsdBot  is now targeting Internet of Things (IoT) devices, simultaneously branching out its capabilities and the attack surface. ""The binary now includes support for  Telnet scanning  and support for more CPU architectures,"" Akamai security researcher Larry W. Cashdollar  said  in an analysis published this month. The latest iteration, observed since July 16, 2023, comes months after it emerged that the botnet is being offered as a  DDoS-for-hire service  to other threat actors. The fact that it's being actively maintained indicates its effectiveness in real-world attacks. KmsdBot was  first documented  by the web infrastructure and security company in November 2022. It's mainly employed to target private gaming servers and cloud hosting providers, although it has since set its eyes on some Romanian government and Spanish educational sites. The malware is designed to scan random IP addresses for open SSH ports and ",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhw-GmMQT3EdKCbZXvtm0TnpmbfugC9GPOqm_YwrXVZpGpABOf95dmDlcryO1H-6rDASJaqkxWXWRIycVwms-v6DkWg96eVSK-8R7_ojOOz6zfkpbchC6P4WFLOu-iW8x9ObNELgtcjMo1KEyIKrH0xPTriOJfqJ22AoLaWEVfTIt9Suj7pPY_FbUF9oWrJ/s728-rw-e365/hack.jpg,"
,
,
",https://thehackernews.com/2023/08/kmsdbot-malware-gets-upgrade-now.html,Internet of Things / Malware,KmsdBot Malware Gets an Upgrade: Now Targets IoT Devices with Enhanced Capabilities
LockBit 3.0 Ransomware Builder Leak Gives Rise to Hundreds of New Variants,"Aug 26, 2023"," The leak of the  LockBit 3.0 ransomware  builder last year has led to threat actors abusing the tool to spawn new variants. Russian cybersecurity company Kaspersky said it detected a ransomware intrusion that deployed a version of LockBit but with a markedly different ransom demand procedure. ""The attacker behind this incident decided to use a different ransom note with a headline related to a previously unknown group, called NATIONAL HAZARD AGENCY,"" security researchers Eduardo Ovalle and Francesco Figurelli  said . The revamped ransom note directly specified the amount to be paid to obtain the decryption keys, and directed communications to a Tox service and email, unlike the LockBit group, which doesn't mention the amount and uses its own communication and negotiation platform. NATIONAL HAZARD AGENCY is far from the only cybercrime gang to use the leaked LockBit 3.0 builder. Some of the other threat actors known to leverage it include  Bl00dy and Buhti . Kaspersk",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhxUonlMxMgT7OQkZZfEPCf019hT-EW2sn8RyBw_EhyXLcWUtft3I-sEvlrJuUeY07Ig0WDxRLT37GYtoYjkRGApjxkiEwTamxt8jSmfJL2knlCmATBOu4HjfwD-vYn9taFQ-2uca1x6UhDg68rBLR0jAf4hFZ-1MkEVmwH6Q6QUBEyKnAqLzcNWrxQAS83/s728-rw-e365/lockbit.jpg,"
,
,
",https://thehackernews.com/2023/08/lockbit-30-ransomware-builder-leak.html,Endpoint Security / Cyber Threat,LockBit 3.0 Ransomware Builder Leak Gives Rise to Hundreds of New Variants
Kroll Suffers Data Breach: Employee Falls Victim to SIM Swapping Attack,"Aug 26, 2023"," Risk and financial advisory solutions provider Kroll on Friday disclosed that one of its employees fell victim to a ""highly sophisticated"" SIM swapping attack. The incident, which took place on August 19, 2023, targeted the employee's T-Mobile account, the company said. ""Specifically, T-Mobile, without any authority from or contact with Kroll or its employee, transferred that employee's phone number to the threat actor's phone at their request,"" it  said  in an advisory. This enabled the unidentified actor to gain access to certain files containing personal information of bankruptcy claimants in the matters of BlockFi , FTX , and Genesis. SIM swapping (aka SIM splitting or simjacking), while generally a benign process, could be exploited by threat actors to fraudulently activate a SIM card under their control with a victim's phone number. This makes it possible to intercept SMS messages and voice calls and receive MFA-related messages that cont",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEipRwNaZWKWfeFpusC4GRapPqUrSNcLlVAsv-HsNdOTpCCRxSI6ftp22tAKNhgyCdABI7-Y0419PGaRiCeKwo1LmbnT8rWpjRyAVdTruyvDYl7dnJ4MO6bCDqn07xXIIL4nJdWeBMD7EIYj0KqgNOAoiRrws_FNG1D8WgZFmYoAHFBRc-mm4zr-X3F82eO0/s728-rw-e365/kroll.jpg,"
,
,
",https://thehackernews.com/2023/08/kroll-suffers-data-breach-employee.html,Data Breach / SIM Swapping,Kroll Suffers Data Breach: Employee Falls Victim to SIM Swapping Attack
Two LAPSUS$ Hackers Convicted in London Court for High-Profile Tech Firm Hacks,"Aug 25, 2023"," Two U.K. teenagers have been convicted by a jury in London for being part of the notorious LAPSUS$ (aka Slippy Spider) transnational gang and for orchestrating a series of brazen, high-profile hacks against major tech firms and demanding a ransom in exchange for not leaking the stolen information. This includes Arion Kurtaj (aka White, Breachbase, WhiteDoxbin, and TeaPotUberHacker), an 18-year-old from Oxford, and an unnamed minor, who began collaborating in July 2021 after having met online, BBC  reported  this week. Both the defendants were initially arrested and released under investigation in January 2022, only to be  re-arrested and charged  by the City of London Police in April 2022. Kurtaj was subsequently granted bail and moved to a hotel in Bicester after he was doxxed in an online cybercrime forum. He, however, continued his hacking spree, targeting companies like  Uber ,  Revolut , and  Rockstar Games , as a result of which he was  arrested again  in September. Another a",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjsbQHqVNSzzzA_ZamdbucRQBcGt3mQeyOmCpdaZIgvjGhpb1BKImr6dzRc0Ggo0p3BbTYV3mHSqrYjMRt4-Gax9tjzIS_tk8pAzIeOvI9oXvl6bliMlqZwUqgzActPebMvhaSN4h37j8M7x5tp_2CE-_lLLihGW8lk-apqQ_jg8Rxfp81O-sf-6HZkCqse/s728-rw-e365/lapsus.jpg,"
,
,
",https://thehackernews.com/2023/08/two-lapsus-hackers-convicted-in-london.html,Cyber Crime / Data Breach,Two LAPSUS$ Hackers Convicted in London Court for High-Profile Tech Firm Hacks
Learn How Your Business Data Can Amplify Your AI/ML Threat Detection Capabilities,"Aug 25, 2023"," In today's digital landscape, your business data is more than just numbers—it's a powerhouse. Imagine leveraging this data not only for profit but also for enhanced AI and Machine Learning (ML) threat detection. For companies like Comcast, this isn't a dream. It's reality. Your business comprehends its risks, vulnerabilities, and the unique environment in which it operates. No generic, one-size-fits-all tool can capture this nuance. By utilizing your own data, you position yourself ahead of potential threats, enabling informed decisions and safeguarding your assets. Join our groundbreaking webinar, "" Clean Data, Better Detections: Using Your Business Data for AI/ML Detections ,"" to unearth how your distinct business data can be the linchpin to amplifying your AI/ML threat detection prowess. This webinar will endow you with the insights and tools necessary to harness your business data, leading to sharper, more efficient, and potent threat detections. UPC",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEju1RML9uF4o23ZSVlZV21YQjc6WkBkOWu-seHS_EMGUupELX_wx5IsQGrbSV6xR67HIg4UfL3Ki9PiETiPAIrZ8UO35hw5HqTsD0fy0uQLcsQtc5TFajxCcrj8jaypg22xyXQ_xP8cyIColTIeT3Up5bZR3s993pUYJ2sjuAnMuy92PLtHNHOuzXHwfH1S/s727-e365/comcast.png,"
,
,
",https://thehackernews.com/2023/08/learn-how-your-business-data-can.html,Threat Detection / Artificial Intelligence,Learn How Your Business Data Can Amplify Your AI/ML Threat Detection Capabilities
Navigating Legacy Infrastructure: A CISO's Actionable Strategy for Success,"Aug 25, 2023"," Every company has some level of tech debt. Unless you're a brand new start-up, you most likely have a patchwork of solutions that have been implemented throughout the years, often under various leadership teams with different priorities and goals. As those technologies age, they can leave your organization vulnerable to cyber threats. While replacing legacy technologies can be costly, those costs may pale in comparison to a breach – both in terms of immediate financial impact and reputational damage.  Here are three ways you can communicate risk to your leadership team as you work to replace legacy infrastructure. 1: Make the Risk Real Leadership teams are driven by quantifiable business implications. The best way to get support for updating or replacing legacy technology is to make the risk to the business real - and measurable - in a language they understand. One way to do this is to look at the list of critical vulnerabilities that you've identified, then evaluate the impact t",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEja2a36kfhT5orhaGIY5RY9zpTV5RCa_6UZGD7pUTFD8P_9fl8P8p_PYRzUqtzv3SpvMkLi9yfIMizs6zWvMEQnnlsoP-ma_WTcgSqmmpYPf44wh-v5SvmZqTTb8fq_8gh6b77X6bXXFOnzzuxfXl3lWfhz_OTWhknL77iFfnkP-c6ZLDnOp7_eLBGuHvzS/s728-rw-e365/pentest.jpg,"
,
,
",https://thehackernews.com/2023/08/navigating-legacy-infrastructure-cisos.html,CISO / Cyber Threat,Navigating Legacy Infrastructure: A CISO's Actionable Strategy for Success
